index,profile,match_index
0,1.0036598201534626,240
1,0.9490444630133191,241
2,0.8702564436334348,242
3,0.8280143530872998,243
4,0.7678024427520015,244
5,0.6833841229149927,245
6,0.6160908024680246,246
7,0.5881158778963369,247
8,0.602449099299323,248
9,0.5858800010894102,249
10,0.5368019812916345,250
11,0.5229254245001151,251
12,0.5125762811354536,252
13,0.4808719132842252,253
14,0.47625019246054007,254
15,0.45396590353236466,255
16,0.4530497573153009,256
17,0.45818294752035327,257
18,0.488750635371317,618
19,0.4413538243360427,860
20,0.514288172948451,861
21,0.5144577950261031,862
22,0.5953674950209502,622
23,0.6500465145919581,623
24,0.6907500605360494,624
25,0.7573351944249388,625
26,0.8703194687750558,386
27,0.8928226215477406,747
28,1.0381663461673996,748
29,1.131525603300744,749
30,1.1364334475416733,630
31,1.0519559510855159,631
32,0.9916561956414196,632
33,1.0126361515952234,633
34,0.9893753978381009,634
35,0.9605989530970228,635
36,0.9480077229747964,636
37,0.9467018850458684,637
38,0.9317693051945585,398
39,0.9275630891791639,639
40,0.9193354849986481,640
41,0.94802922386232,641
42,0.9106763184408139,882
43,0.9532806895435118,883
44,0.9564964502699871,404
45,0.9382651532243719,405
46,0.9344790636505529,406
47,0.9364540754120201,887
48,0.8477330804378937,408
49,0.7744870668977452,409
50,0.7833535513081561,410
51,0.7665990880352126,411
52,0.7512229909952032,412
53,0.7672811291596652,893
54,0.7670448270936114,414
55,0.7419883638578603,895
56,0.7254588530817029,896
57,0.6915851947689644,897
58,0.7185904789291383,898
59,0.7148444785979514,899
60,0.5822917004967222,424
61,0.5300052487621368,564
62,0.5523871813351389,565
63,0.5156126035047777,438
64,0.520298456419782,439
65,0.5251545643083946,440
66,0.5162000529880523,441
67,0.5136355561019387,442
68,0.523472143185339,443
69,0.5531948400446743,444
70,0.5557503132401427,315
71,0.49674397181655583,316
72,0.4856821121150645,317
73,0.5907595286921582,318
74,0.5558394308465007,434
75,0.6200166021251821,450
76,0.6109754751081241,436
77,0.617346675771966,437
78,0.6127938141299802,438
79,0.5859222745477384,902
80,0.5810867223303435,903
81,0.5673651668952443,426
82,0.6066426874348755,427
83,0.6014890990690367,800
84,0.6087235629217054,801
85,0.5943859583077455,802
86,0.569553707880162,660
87,0.593929220434999,804
88,0.5825081959281811,662
89,0.6032344721373248,434
90,0.6223007102912034,664
91,0.801635114150919,571
92,0.8111300434870624,572
93,0.8280943202699454,573
94,0.8448071023675795,574
95,0.8580625513555096,335
96,0.8678154704265951,336
97,0.8781840185003039,337
98,0.8643613781209172,338
99,0.8948614177361184,579
100,0.8146268906934342,580
101,0.9712552590607156,581
102,0.9691497129190695,582
103,0.9623020584189796,583
104,0.9444045933145526,584
105,0.9461203348140631,345
106,0.952179417947623,346
107,0.9500380449687166,347
108,0.9523956316744906,348
109,0.9225127355288372,589
110,0.920746351499436,590
111,0.923704396201471,591
112,0.8926909895974146,592
113,0.8984790688995827,593
114,0.9141979447784642,594
115,0.8740199456292139,595
116,0.9560585470884024,236
117,0.9391278618280923,237
118,0.9744603967363108,238
119,0.9874150989593348,239
120,1.0461742285584448,240
121,1.0560914569109838,241
122,1.0039968453626946,242
123,1.0058013225202194,243
124,0.9262892553156205,244
125,0.7977998188357276,6
126,0.7524838644152214,246
127,0.6905427792589777,247
128,0.684471555431033,248
129,0.6357860667340877,249
130,0.6109124689641682,250
131,0.5368367872000909,611
132,0.5600776329057728,251
133,0.5402323146986475,252
134,0.5262664300844033,253
135,0.46964948040592763,254
136,0.47092136275170277,255
137,0.5222698813370729,256
138,0.5123748110277575,860
139,0.5677015407417576,618
140,0.5895500262604296,620
141,0.6137453037505172,382
142,0.6599545469085211,622
143,0.705972632075934,623
144,0.7540645441532997,24
145,0.8181966326267749,624
146,0.891816146814603,626
147,0.9739668733888928,627
148,1.0321197794713965,628
149,1.0959878365607882,629
150,1.184280631896431,630
151,1.0958377755206306,631
152,1.038137894480425,632
153,0.9510363555849951,633
154,0.9376749290095198,634
155,0.9194610586949242,635
156,0.9516960807029389,636
157,0.9218026287884719,637
158,0.9255938378074771,638
159,0.9774461754840078,639
160,0.9338393691039827,640
161,0.9400287019650609,641
162,0.9075633085951799,642
163,0.9147026666593284,643
164,0.9420074829982761,644
165,0.9509537947640059,645
166,0.9776658909541264,646
167,0.9629727728052321,647
168,0.9947897027211248,648
169,1.0283664584205618,649
170,1.0711262378742374,650
171,1.0565090702279027,651
172,1.0679977691824118,652
173,1.050943060306835,653
174,0.9721547242035985,654
175,0.9550906110599474,655
176,0.9911318729279306,656
177,0.9837945143445058,897
178,0.9606239989017067,658
179,0.9555424425429891,659
180,0.6694252396067333,64
181,0.6842696588038073,65
182,0.6798320013867258,66
183,0.6449779811596539,67
184,0.6496435485388384,68
185,0.6542740795175361,69
186,0.6231473084748937,70
187,0.6150402428583737,71
188,0.6354125035970348,72
189,0.6195480965859621,73
190,0.6252192280127963,74
191,0.6579010467764035,305
192,0.5220436604612316,902
193,0.5190413940428514,903
194,0.5853493727828827,904
